EmployeeID,Gender,JobRole,JobLevel,EducationField,Department,MaritalStatus,Attrition
1346,Male,Research Scientist,2,Life Sciences,Research & Development,Single,0
1347,Female,Healthcare Representative,1,Other,Research & Development,Single,1
1348,Female,Research Scientist,1,Life Sciences,Sales,Married,0
1349,Female,Laboratory Technician,1,Other,Sales,Single,1
1350,Female,Sales Executive,2,Life Sciences,Research & Development,Married,0
1351,Female,Research Scientist,3,Medical,Sales,Single,0
1352,Male,Sales Executive,3,Life Sciences,Research & Development,Single,0
1353,Female,Laboratory Technician,3,Medical,Sales,Single,0
1354,Male,Sales Executive,1,Medical,Sales,Single,0
1355,Male,Research Scientist,1,Medical,Research & Development,Single,0
1356,Male,Sales Representative,3,Life Sciences,Research & Development,Divorced,0
1357,Female,Laboratory Technician,1,Marketing,Human Resources,Married,0
1358,Male,Laboratory Technician,2,Medical,Sales,Divorced,1
1359,Male,Laboratory Technician,5,Medical,Research & Development,Single,0
1360,Male,Manufacturing Director,2,Life Sciences,Sales,Single,0
1361,Male,Sales Representative,2,Marketing,Sales,Single,1
1362,Female,Human Resources,1,Human Resources,Human Resources,Married,0
1363,Female,Research Scientist,1,Other,Research & Development,Single,0
1364,Female,Research Scientist,2,Life Sciences,Sales,Single,0
1365,Male,Sales Executive,1,Medical,Sales,Single,0
1366,Female,Laboratory Technician,1,Medical,Research & Development,Single,0
1367,Male,Human Resources,1,Life Sciences,Research & Development,Married,0
1368,Female,Sales Representative,1,Life Sciences,Research & Development,Single,0
1369,Female,Manufacturing Director,1,Technical Degree,Research & Development,Married,0
1370,Female,Sales Executive,1,Medical,Sales,Single,0
1371,Female,Sales Representative,1,Human Resources,Sales,Single,1
1372,Female,Human Resources,1,Life Sciences,Research & Development,Single,0
1373,Male,Manufacturing Director,4,Technical Degree,Research & Development,Single,0
1374,Male,Human Resources,1,Life Sciences,Research & Development,Married,0
1375,Male,Healthcare Representative,2,Marketing,Research & Development,Single,0
1376,Female,Sales Executive,1,Technical Degree,Research & Development,Single,0
1377,Male,Human Resources,2,Technical Degree,Sales,Single,0
1378,Female,Sales Representative,5,Life Sciences,Sales,Single,0
1379,Male,Research Scientist,4,Life Sciences,Research & Development,Single,0
1380,Female,Sales Representative,1,Marketing,Sales,Married,1
1381,Female,Laboratory Technician,1,Technical Degree,Research & Development,Single,0
1382,Female,Manufacturing Director,1,Marketing,Sales,Divorced,1
1383,Female,Sales Executive,1,Human Resources,Research & Development,Single,1
1384,Male,Research Scientist,2,Medical,Research & Development,Single,0
1385,Male,Research Scientist,1,Other,Research & Development,Single,0
1386,Male,Research Scientist,1,Life Sciences,Sales,Single,1
1387,Male,Research Scientist,1,Life Sciences,Research & Development,Divorced,0
1388,Male,Sales Representative,4,Marketing,Research & Development,Married,0
1389,Female,Research Scientist,1,Human Resources,Sales,Single,0
1390,Male,Research Scientist,1,Life Sciences,Sales,Single,0
1391,Female,Sales Executive,5,Human Resources,Research & Development,Married,0
1392,Male,Human Resources,1,Marketing,Sales,Married,0
1393,Male,Sales Representative,2,Medical,Research & Development,Single,0
1394,Female,Human Resources,1,Medical,Research & Development,Single,1
1395,Female,Sales Representative,1,Technical Degree,Research & Development,Divorced,0
1396,Female,Sales Representative,2,Human Resources,Research & Development,Divorced,0
1397,Male,Human Resources,1,Human Resources,Sales,Single,0
1398,Male,Manufacturing Director,2,Life Sciences,Research & Development,Divorced,1
1399,Male,Sales Representative,2,Human Resources,Research & Development,Single,0
1400,Male,Sales Executive,2,Other,Research & Development,Single,0
1401,Male,Research Scientist,1,Marketing,Sales,Married,0
1402,Male,Laboratory Technician,2,Life Sciences,Sales,Married,0
1403,Female,Sales Representative,2,Life Sciences,Research & Development,Married,0
1404,Male,Healthcare Representative,1,Medical,Sales,Single,0
1405,Female,Human Resources,2,Human Resources,Research & Development,Single,0
1406,Male,Sales Executive,2,Marketing,Sales,Divorced,1
1407,Female,Human Resources,3,Life Sciences,Research & Development,Single,0
1408,Female,Sales Executive,1,Other,Sales,Married,0
1409,Male,Laboratory Technician,1,Life Sciences,Sales,Married,0
1410,Female,Sales Representative,1,Medical,Research & Development,Single,1
1411,Male,Sales Executive,1,Life Sciences,Human Resources,Married,0
1412,Male,Sales Representative,1,Life Sciences,Research & Development,Single,0
1413,Male,Healthcare Representative,2,Technical Degree,Human Resources,Single,0
1414,Male,Sales Representative,2,Life Sciences,Sales,Married,0
1415,Male,Human Resources,4,Medical,Research & Development,Married,0
1416,Male,Research Scientist,1,Technical Degree,Sales,Divorced,0
1417,Female,Sales Executive,1,Human Resources,Sales,Single,0
1418,Male,Human Resources,1,Life Sciences,Sales,Single,0
1419,Female,Human Resources,2,Human Resources,Human Resources,Single,0
1420,Male,Laboratory Technician,5,Technical Degree,Sales,Married,0
1421,Female,Human Resources,1,Other,Sales,Single,1
1422,Male,Manufacturing Director,1,Medical,Research & Development,Divorced,0
1423,Male,Research Scientist,2,Life Sciences,Sales,Married,0
1424,Male,Laboratory Technician,2,Life Sciences,Research & Development,Married,1
1425,Male,Laboratory Technician,3,Medical,Research & Development,Divorced,0
1426,Female,Human Resources,1,Medical,Research & Development,Single,1
1427,Male,Sales Representative,2,Other,Research & Development,Single,0
1428,Female,Sales Representative,3,Medical,Research & Development,Divorced,1
1429,Male,Sales Representative,5,Life Sciences,Sales,Married,0
1430,Female,Laboratory Technician,1,Life Sciences,Research & Development,Single,0
1431,Male,Manufacturing Director,2,Life Sciences,Sales,Divorced,0
1432,Female,Sales Executive,2,Medical,Sales,Divorced,0
1433,Male,Laboratory Technician,1,Life Sciences,Research & Development,Single,0
1434,Male,Sales Executive,1,Life Sciences,Sales,Single,0
1435,Female,Sales Representative,1,Technical Degree,Sales,Married,1
1436,Female,Laboratory Technician,1,Marketing,Sales,Single,0
1437,Female,Laboratory Technician,4,Medical,Sales,Divorced,0
1438,Male,Research Scientist,1,Technical Degree,Sales,Married,0
1439,Male,Manufacturing Director,1,Human Resources,Research & Development,Married,0
1440,Male,Research Scientist,1,Other,Human Resources,Married,0
1441,Male,Manufacturing Director,3,Medical,Research & Development,Single,0
1442,Female,Sales Executive,1,Marketing,Sales,Married,0
1443,Male,Sales Representative,4,Life Sciences,Sales,Single,0
1444,Male,Research Scientist,1,Marketing,Sales,Single,0
1445,Male,Human Resources,1,Marketing,Sales,Married,0
1446,Male,Sales Executive,1,Technical Degree,Research & Development,Single,0
1447,Male,Manufacturing Director,3,Other,Sales,Married,1
1448,Male,Research Scientist,3,Other,Sales,Single,0
1449,Male,Sales Executive,2,Technical Degree,Research & Development,Single,1
1450,Male,Research Scientist,1,Life Sciences,Research & Development,Single,0
1451,Female,Sales Executive,2,Life Sciences,Sales,Single,0
1452,Male,Research Scientist,1,Life Sciences,Research & Development,Single,0
1453,Female,Research Scientist,1,Technical Degree,Research & Development,Single,0
1454,Male,Laboratory Technician,3,Human Resources,Research & Development,Married,1
1455,Male,Human Resources,5,Medical,Research & Development,Married,0
1456,Female,Sales Executive,1,Medical,Research & Development,Married,0
1457,Male,Sales Representative,4,Marketing,Sales,Single,0
1458,Male,Sales Executive,2,Human Resources,Research & Development,Married,0
1459,Female,Healthcare Representative,2,Human Resources,Research & Development,Single,0
1460,Male,Research Scientist,1,Other,Research & Development,Married,1
1461,Male,Sales Executive,1,Technical Degree,Sales,Single,0
1462,Male,Human Resources,1,Medical,Research & Development,Married,0
1463,Female,Laboratory Technician,3,Life Sciences,Research & Development,Married,0
1464,Male,Human Resources,2,Life Sciences,Research & Development,Married,0
1465,Female,Manufacturing Director,1,Life Sciences,Research & Development,Married,1
1466,Male,Sales Executive,1,Marketing,Research & Development,Single,0
1467,Male,Laboratory Technician,3,Life Sciences,Sales,Married,1
1468,Female,Manufacturing Director,1,Technical Degree,Research & Development,Married,0
1469,Male,Sales Executive,1,Life Sciences,Sales,Divorced,0
1470,Male,Human Resources,2,Life Sciences,Sales,Married,0
